Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Protein families	Subcellular location [CC]	Pfam	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A068YIL3	unreviewed	A0A068YIL3_ECHMU	Nicotinic acetylcholine receptor subunit alpha 8	EmuJ_000984100	Echinococcus multilocularis (Fox tapeworm)	442	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A068YKG1	unreviewed	A0A068YKG1_ECHMU	Cys loop ligand gated ion channel subunit	EmuJ_001156400	Echinococcus multilocularis (Fox tapeworm)	636	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A068YMB7	unreviewed	A0A068YMB7_ECHMU	Cys loop ligand gated ion channel subunit	EmuJ_001096400	Echinococcus multilocularis (Fox tapeworm)	323	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A074YWW8	unreviewed	A0A074YWW8_9TREM	"Cholinergic receptor, nicotinic, beta 1 (muscle) like"	T265_15588	Opisthorchis viverrini	784	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A074Z744	unreviewed	A0A074Z744_9TREM	Ionotropic receptor	T265_10270	Opisthorchis viverrini	646		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A074Z8Y7	unreviewed	A0A074Z8Y7_9TREM	Glycine receptor subunit alphaZ1-like	T265_08541	Opisthorchis viverrini	467	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A074Z9I4	unreviewed	A0A074Z9I4_9TREM	Glutamate receptor	T265_08425	Opisthorchis viverrini	1067		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF01094;PF00060;PF10613;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021; GO:0045211; GO:0070161
A0A074ZDB9	unreviewed	A0A074ZDB9_9TREM	Amiloride-sensitive sodium channel	T265_10438	Opisthorchis viverrini	1028	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A074ZEG5	unreviewed	A0A074ZEG5_9TREM	ATP receptor (Purinergic receptor)	T265_14191	Opisthorchis viverrini	294	P2X receptor family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		response to ATP [GO:0033198]	integral component of plasma membrane [GO:0005887]; postsynapse [GO:0098794]	extracellularly ATP-gated cation channel activity [GO:0004931]; purinergic nucleotide receptor activity [GO:0001614]	GO:0001614; GO:0004931; GO:0005887; GO:0033198; GO:0098794
A0A074ZLA3	unreviewed	A0A074ZLA3_9TREM	Neuronal acetylcholine receptor subunit alpha-10-like	T265_06211	Opisthorchis viverrini	641	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A074ZLB9	unreviewed	A0A074ZLB9_9TREM	Glycine receptor subunit beta	T265_06225	Opisthorchis viverrini	491	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	extracellularly glycine-gated chloride channel activity [GO:0016934]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0016934; GO:0045211
A0A074ZMX7	unreviewed	A0A074ZMX7_9TREM	Neur_chan_LBD domain-containing protein	T265_14364	Opisthorchis viverrini	843	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A074ZND2	unreviewed	A0A074ZND2_9TREM	Neuronal acetylcholine receptor subunit alpha-7	T265_05667	Opisthorchis viverrini	648	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A074ZQU3	unreviewed	A0A074ZQU3_9TREM	Glycine receptor subunit beta-type 4	T265_03886	Opisthorchis viverrini	710	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A074ZT74	unreviewed	A0A074ZT74_9TREM	Glycine receptor subunit beta	T265_06223	Opisthorchis viverrini	503	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A074ZTC9	unreviewed	A0A074ZTC9_9TREM	Neuronal acetylcholine receptor subunit alpha-2	T265_13190	Opisthorchis viverrini	241	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A074ZUZ4	unreviewed	A0A074ZUZ4_9TREM	Neur_chan_LBD domain-containing protein	T265_13838	Opisthorchis viverrini	817	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A074ZV81	unreviewed	A0A074ZV81_9TREM	Neur_chan_LBD domain-containing protein	T265_12012	Opisthorchis viverrini	174	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A074ZXD2	unreviewed	A0A074ZXD2_9TREM	Neur_chan_LBD domain-containing protein	T265_13679	Opisthorchis viverrini	705		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A074ZYH1	unreviewed	A0A074ZYH1_9TREM	Amiloride-sensitive sodium channel	T265_01743	Opisthorchis viverrini	1453	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A075A570	unreviewed	A0A075A570_9TREM	PBPe domain-containing protein	T265_00747	Opisthorchis viverrini	325		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A075AF04	unreviewed	A0A075AF04_9TREM	Neuronal acetylcholine receptor subunit alpha-7	T265_05648	Opisthorchis viverrini	788	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A075AF70	unreviewed	A0A075AF70_9TREM	Amiloride-sensitive sodium channel	T265_05530	Opisthorchis viverrini	617	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A075AJT7	unreviewed	A0A075AJT7_9TREM	ATP receptor (Purinergic receptor)	T265_00386	Opisthorchis viverrini	560	P2X receptor family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		response to ATP [GO:0033198]	integral component of plasma membrane [GO:0005887]; postsynapse [GO:0098794]	extracellularly ATP-gated cation channel activity [GO:0004931]; purinergic nucleotide receptor activity [GO:0001614]	GO:0001614; GO:0004931; GO:0005887; GO:0033198; GO:0098794
A0A087VYH5	unreviewed	A0A087VYH5_ECHMU	FMRFamide activated amiloride sensitive sodium	EmuJ_000093100	Echinococcus multilocularis (Fox tapeworm)	555	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A094ZKF3	unreviewed	A0A094ZKF3_SCHHA	Glycine receptor subunit alpha-2 (Putative cys-loop ligand gated ion channel subunit)	MS3_0012065 MS3_02667	Schistosoma haematobium (Blood fluke)	514	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A094ZSJ6	unreviewed	A0A094ZSJ6_SCHHA	ATP receptor (Purinergic receptor)	MS3_0013288 MS3_05486	Schistosoma haematobium (Blood fluke)	629	P2X receptor family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		response to ATP [GO:0033198]	integral component of plasma membrane [GO:0005887]; postsynapse [GO:0098794]	extracellularly ATP-gated cation channel activity [GO:0004931]; purinergic nucleotide receptor activity [GO:0001614]	GO:0001614; GO:0004931; GO:0005887; GO:0033198; GO:0098794
A0A094ZST3	unreviewed	A0A094ZST3_SCHHA	Neuronal acetylcholine receptor subunit alpha-2 (Putative nAChR subunit)	MS3_0016976 MS3_06204	Schistosoma haematobium (Blood fluke)	792	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161
A0A095A7B3	unreviewed	A0A095A7B3_SCHHA	Glycine receptor subunit alpha-3 (Putative cys-loop ligand gated ion channel subunit)	MS3_0011647 MS3_10138	Schistosoma haematobium (Blood fluke)	511	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A095ARL1	unreviewed	A0A095ARL1_SCHHA	Acetylcholine receptor-related protein (Neuronal acetylcholine receptor subunit alpha-6)	MS3_0019175 MS3_05336	Schistosoma haematobium (Blood fluke)	745	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
