"ID"	"Match_Metazoa_evalue"	"Match_Protostomia_evalue"	"Match_Spiralia_evalue"	"Match_Lophotrochozoa_evalue"	"Match_Platyhelminthes_evalue"	"Match_Neodermata_evalue"	"Class"	"Species"	"hmm.acc"	"hmm.name"	"bit.score"	"E.value"	"Entry"	"Reviewed"	"Entry.Name"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Protein.families"	"Subcellular.location..CC."	"Pfam"	"Gene.Ontology..biological.process."	"Gene.Ontology..cellular.component."	"Gene.Ontology..molecular.function."	"Gene.Ontology.IDs"	"LGIC.Family"	"Class.LGIC"
"BOX15_Mlig006976g1"	2.42e-05	1.56e-05	2.32e-07	7.32e-08	0	1.96e-10	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	110.2	7.3e-35	"A0A267FRW6"	"unreviewed"	"A0A267FRW6_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig006976g1"	"Macrostomum lignano"	504	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig007166g1"	1.18e-09	7.25e-13	2.31e-13	4.31e-29	0	2.31e-19	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	183.9	3.2e-57	"A0A1I8J0N4"	"unreviewed"	"A0A1I8J0N4_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig007166g1 BOX15_Mlig007166g3 BOX15_Mlig007166g4"	"Macrostomum lignano"	606	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig007204g1"	3.34e-06	9.09e-05	1.71e-06	5.62e-11	0	1.23e-10	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	40.9	7.7e-14	"A0A267GC91"	"unreviewed"	"A0A267GC91_9PLAT"	"WSC domain-containing protein"	"BOX15_Mlig007204g1"	"Macrostomum lignano"	1052	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;PF01822;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig007222g3"	1.32e-21	1.73e-21	1.5e-19	6.65e-33	0	4.24e-25	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	215.5	8.1e-67	"A0A1I8IDP5"	"unreviewed"	"A0A1I8IDP5_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig007222g3"	"Macrostomum lignano"	737	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig007416g1"	2.21e-05	5.9e-06	3.72e-09	1.49e-11	1.03e-76	1.38e-21	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	63.1	1.5e-20	"A0A267G286"	"unreviewed"	"A0A267G286_9PLAT"	"Amiloride-sensitive cation channel 5"	"BOX15_Mlig007416g1"	"Macrostomum lignano"	112	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig007558g1"	2.16e-18	3.81e-18	4.55e-19	3.72e-37	0	6.32e-112	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	205.4	9.6e-64	"A0A267GWK9"	"unreviewed"	"A0A267GWK9_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig007558g1"	"Macrostomum lignano"	719	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig007609g1"	8.48e-12	1.07e-06	3.91e-06	2.91e-16	0	5.94e-39	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	127.8	3.4e-40	"A0A267G831"	"unreviewed"	"A0A267G831_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig007609g1"	"Macrostomum lignano"	481	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig008197g1"	4.93e-100	1.92e-123	1.14e-97	9.88e-123	0	2.06e-98	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	163.7	2.5e-51	"A0A267F8N5"	"unreviewed"	"A0A267F8N5_9PLAT"	"Gamma-aminobutyric acid receptor alpha-like"	"BOX15_Mlig008197g1"	"Macrostomum lignano"	525	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; GABA-A receptor activity [GO:0004890]"	"GO:0004890; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig008883g4"	1.84e-85	1.14e-84	4.81e-75	8.42e-117	2.4400000000008e-313	1.44e-71	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	125.1	1.5e-39	"A0A267GZK4"	"unreviewed"	"A0A267GZK4_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig008883g4"	"Macrostomum lignano"	422	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig008995g1"	NA	1.52e-05	3.75e-06	6.43e-06	0	4.87e-05	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	16.9	1.5e-06	"A0A267GN24"	"unreviewed"	"A0A267GN24_9PLAT"	"Amiloride-sensitive cation channel 5"	"BOX15_Mlig008995g1"	"Macrostomum lignano"	462	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig008995g3"	1.84e-10	3.2e-10	1.27e-09	2.55e-28	0	1.35e-15	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	138.9	1.4e-43	"A0A267GJX2"	"unreviewed"	"A0A267GJX2_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig008995g3 BOX15_Mlig008995g4"	"Macrostomum lignano"	612	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig009331g1"	2.92e-11	1.94e-15	1.3e-05	3.7e-17	0	1.29e-62	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	142.6	1.1e-44	"A0A267EWW3"	"unreviewed"	"A0A267EWW3_9PLAT"	"Degenerin unc-8"	"BOX15_Mlig009331g1"	"Macrostomum lignano"	510	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig009398g1"	4.08e-135	1.21e-173	4.08e-150	5.02e-195	0	1.61e-152	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	214.9	5.1e-67	"A0A267FGD3"	"unreviewed"	"A0A267FGD3_9PLAT"	"Nicotinic acetylcholine receptor beta 1 subunit"	"BOX15_Mlig009398g1 BOX15_Mlig009398g3"	"Macrostomum lignano"	511	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig009517g1"	4.99e-18	1.17e-16	5.6e-14	1.44e-31	0	1.2e-20	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	207.3	2.5e-64	"A0A267EP12"	"unreviewed"	"A0A267EP12_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig009517g1"	"Macrostomum lignano"	767	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig009538g1"	6.92e-05	3.49e-05	NA	3.43e-08	4.76e-139	0.000886	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	40.5	1.2e-13	"A0A267FPV4"	"unreviewed"	"A0A267FPV4_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig009538g1"	"Macrostomum lignano"	211	""	""	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]"	"GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig009645g1"	3.88e-05	3e-05	5.13e-06	3.16e-10	0	5.71e-18	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	135.8	1.2e-42	"A0A267E6Y3"	"unreviewed"	"A0A267E6Y3_9PLAT"	"G_PROTEIN_RECEP_F3_4 domain-containing protein"	"BOX15_Mlig009645g1"	"Macrostomum lignano"	583	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig009645g2"	2.91e-05	NA	0.000115	0.000612	0	3.73e-12	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	86.1	1.5e-27	"A0A267DAD5"	"unreviewed"	"A0A267DAD5_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig009645g2"	"Macrostomum lignano"	478	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig009645g3"	1.44e-05	NA	6.86e-05	0.000315	1.38e-236	1.82e-08	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	59.7	1.5e-19	"A0A267FLQ9"	"unreviewed"	"A0A267FLQ9_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig009645g3"	"Macrostomum lignano"	330	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig009716g1"	1.94e-31	2.86e-36	1.05e-34	5.73e-42	2.12e-235	1.86e-40	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	128.8	1.1e-40	"A0A267DD37"	"unreviewed"	"A0A267DD37_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig009716g1"	"Macrostomum lignano"	311	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig009716g2"	1.01e-71	1.15e-69	1.73e-67	2.3e-71	0	3.73e-73	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	128.6	1.3e-40	"A0A267DAW9"	"unreviewed"	"A0A267DAW9_9PLAT"	"Gamma-aminobutyric acid receptor subunit gamma-3-like"	"BOX15_Mlig009716g2"	"Macrostomum lignano"	442	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig010174g1"	1.58e-130	3.62e-162	4.56e-165	1.38e-166	0	4.57e-121	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	242.3	2.2e-75	"A0A267DW79"	"unreviewed"	"A0A267DW79_9PLAT"	"Nicotinic acetylcholine receptor alpha subunit"	"BOX15_Mlig010174g1"	"Macrostomum lignano"	612	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig010186g1"	0.000165	0.000464	NA	4.45e-08	0	0.000227	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	121.2	3.4e-38	"A0A267EL21"	"unreviewed"	"A0A267EL21_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig010186g1"	"Macrostomum lignano"	622	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig010245g2"	3.47e-09	7.16e-09	3.62e-10	2.43e-26	0	1.73e-15	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	199.5	5.8e-62	"A0A267EZH7"	"unreviewed"	"A0A267EZH7_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig010245g2"	"Macrostomum lignano"	600	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig010678g1"	2.14e-48	2.26e-48	7.81e-51	3.09e-54	0	9.85e-51	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	138.7	1.1e-43	"A0A1I8ISZ6"	"unreviewed"	"A0A1I8ISZ6_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig010678g1"	"Macrostomum lignano"	430	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig011179g1"	1.6e-27	2.1e-29	2.44e-26	1.29e-32	1.18e-195	3.07e-27	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	87.8	3.9e-28	"A0A267GKD7"	"unreviewed"	"A0A267GKD7_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig011179g1"	"Macrostomum lignano"	269	""	""	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig011325g2"	6.92e-59	9.5e-52	1.13e-85	4.61e-113	0	8.72e-145	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	149.6	4.8e-47	"A0A267G7S7"	"unreviewed"	"A0A267G7S7_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig011325g2"	"Macrostomum lignano"	571	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig011397g1"	1.87e-09	5.7e-13	6.67e-14	7.45e-24	0	4.79e-15	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	161.8	1.6e-50	"A0A267EAF9"	"unreviewed"	"A0A267EAF9_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig011397g1 BOX15_Mlig011397g2"	"Macrostomum lignano"	645	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig011411g1"	3.28e-06	2.19e-06	0.000568	8e-11	1.38e-96	3.16e-08	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	65.5	2.7e-21	"A0A267H5P1"	"unreviewed"	"A0A267H5P1_9PLAT"	"Amiloride-sensitive cation channel 5"	"BOX15_Mlig011411g1"	"Macrostomum lignano"	153	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig012953g1"	4.38e-07	3.17e-08	1.77e-08	2.08e-15	0	1.35e-81	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	164.7	2.2e-51	"A0A267DQX5"	"unreviewed"	"A0A267DQX5_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig012953g1 BOX15_Mlig012953g3"	"Macrostomum lignano"	558	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig013241g1"	1.74e-11	1.42e-10	4.04e-12	1.9e-22	0	1.11e-18	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	177.9	2.2e-55	"A0A267ESF4"	"unreviewed"	"A0A267ESF4_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig013241g1"	"Macrostomum lignano"	666	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig013326g1"	6.44e-07	2.68e-06	3.04e-06	3.25e-08	4.13e-93	2.89e-08	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	44.4	7e-15	"A0A267F1U0"	"unreviewed"	"A0A267F1U0_9PLAT"	"Uncharacterized protein"	"BOX15_Mlig013326g1"	"Macrostomum lignano"	138	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig013503g1"	NA	NA	2.62e-06	4.99e-12	0	1.23e-26	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	153.6	5.1e-48	"A0A267GW51"	"unreviewed"	"A0A267GW51_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig013503g1"	"Macrostomum lignano"	600	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig013616g1"	4.29e-53	8.88e-52	9.75e-50	1.61e-54	0	9.35e-48	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	151.9	9.7e-48	"A0A267FL15"	"unreviewed"	"A0A267FL15_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig013616g1"	"Macrostomum lignano"	477	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
